test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
RPL39	RPL39	-	chrX:118920468-118925606	undifferentiated	differentiated	OK	3942.01	2534.38	-0.637298	3.02112	0.00251839	0.0126445	yes
RPL39L	RPL39L	-	chr3:186838740-186857263	undifferentiated	differentiated	OK	16.6631	12.0523	-0.467348	1.01956	0.307938	0.461271	no
RPL3L	RPL3L	-	chr16:1994579-2004679	undifferentiated	differentiated	NOTEST	0	0.0616479	1.79769e+308	1.79769e+308	0.170144	1	no
RPL4	RPL4	-	chr15:66791652-66797193	undifferentiated	differentiated	OK	1737.48	1212.98	-0.518445	2.41087	0.0159146	0.0517382	no
RPL41	RPL41	-	chr12:56510373-56511616	undifferentiated	differentiated	OK	3301.26	2427.94	-0.443284	2.07261	0.0382085	0.0998009	no
RPL5	RPL5	-	chr1:93297593-93427079	undifferentiated	differentiated	OK	1797.71	1276.41	-0.49407	2.33594	0.0194946	0.0604662	no
RPL6	RPL6	-	chr12:112842993-112847443	undifferentiated	differentiated	OK	1820.77	1309.73	-0.475287	1.97151	0.0486657	0.119564	no
RPL7	RPL7	-	chr8:74202873-74205869	undifferentiated	differentiated	OK	1607.61	1159.27	-0.471702	2.29371	0.0218071	0.0656519	no
RPL7A	RPL7A	-	chr9:136215068-136218280	undifferentiated	differentiated	OK	676.59	397.821	-0.766161	3.55672	0.000375509	0.00293309	yes
RPL7L1	RPL7L1	-	chr6:42847670-42854731	undifferentiated	differentiated	OK	82.1888	45.3824	-0.856809	3.17779	0.00148401	0.00852829	yes
RPL8	RPL8	-	chr8:146015153-146017805	undifferentiated	differentiated	OK	729.008	513.798	-0.504732	2.35355	0.0185952	0.058412	no
RPL9	RPL9	-	chr4:39455744-39460568	undifferentiated	differentiated	OK	1246.61	841.575	-0.566847	2.68051	0.00735104	0.0286614	yes
RPLP0	RPLP0	-	chr12:120634502-120639014	undifferentiated	differentiated	OK	2739.64	1521.66	-0.848339	3.73617	0.000186845	0.00165296	yes
RPLP0P2	RPLP0P2	-	chr11:61382507-61406921	undifferentiated	differentiated	NOTEST	0	0.011511	1.79769e+308	1.79769e+308	0.113022	1	no
RPLP1	RPLP1	-	chr15:69745158-69747884	undifferentiated	differentiated	OK	1485.94	851.574	-0.803175	3.54653	0.000390346	0.00301953	yes
RPLP2	RPLP2	-	chr11:809935-812876	undifferentiated	differentiated	OK	4369.12	3281.9	-0.41281	1.99514	0.0460274	0.114635	no
RPN1	RPN1	-	chr3:128338812-128369719	undifferentiated	differentiated	OK	83.7781	61.5966	-0.443723	1.9542	0.0506779	0.123396	no
RPN2	RPN2	-	chr20:35729628-35870025	undifferentiated	differentiated	OK	95.6723	45.5792	-1.06972	4.23304	0.0000230551	0.000304157	yes
RPP14	RPP14	-	chr3:58291971-58305920	undifferentiated	differentiated	OK	5.77118	3.32957	-0.793531	1.81182	0.0700147	0.157046	no
RPP21	RPP21	-	chr6_ssto_hap7:1532220-1644613	undifferentiated	differentiated	NOTEST	0	0.120609	1.79769e+308	1.79769e+308	0.300289	1	no
RPP25	RPP25	-	chr15:75247442-75249775	undifferentiated	differentiated	OK	13.216	6.09613	-1.11632	2.98318	0.00285267	0.0139158	yes
RPP25L	RPP25L	-	chr9:34610481-34612110	undifferentiated	differentiated	OK	5.97942	5.01313	-0.254294	0.366466	0.714017	0.816897	no
RPP30	RPP30	-	chr10:92631708-92668312	undifferentiated	differentiated	OK	15.7308	7.47792	-1.07288	2.8843	0.00392282	0.0176941	yes
RPP38	RPP38	-	chr10:15137383-15146256	undifferentiated	differentiated	OK	4.3227	3.92459	-0.139393	0.259719	0.795081	0.872376	no
RPP40	RPP40	-	chr6:4995279-5004271	undifferentiated	differentiated	OK	5.69704	2.89998	-0.974169	1.60707	0.108038	0.214768	no
RPPH1	RPPH1	-	chr14:20811229-20811570	undifferentiated	differentiated	OK	4955.91	6367.98	0.361684	-1.8111	0.0701251	0.157238	no
RPRD1A	RPRD1A	-	chr18:33569791-33647373	undifferentiated	differentiated	OK	51.8634	24.626	-1.07453	4.48749	0.00000720686	0.000115896	yes
RPRD1B	RPRD1B	-	chr20:36661947-36720766	undifferentiated	differentiated	OK	3.35573	2.38059	-0.495307	1.25033	0.211178	0.350925	no
RPRD2	RPRD2	-	chr1:150336989-150449041	undifferentiated	differentiated	OK	4.19479	2.09995	-0.998241	3.04173	0.00235226	0.0119954	yes
RPRM	RPRM	-	chr2:154333851-154335322	undifferentiated	differentiated	OK	0.752759	1.34462	0.836934	-0.962109	0.335995	0.490439	no
RPRML	RPRML	-	chr17:45055521-45056614	undifferentiated	differentiated	NOTEST	0	0.0693814	1.79769e+308	1.79769e+308	0.188726	1	no
RPS10	RPS10	-	chr6:34254972-34393902	undifferentiated	differentiated	OK	1523.61	928.284	-0.71485	3.24623	0.00116946	0.00708983	yes
RPS10-NUDT3	RPS10-NUDT3	-	chr6:34254972-34393902	undifferentiated	differentiated	OK	1.95241	4.74546	1.28129	-0.583362	0.55965	0.694547	no
RPS10P7	RPS10P7	-	chr1:201489031-201489720	undifferentiated	differentiated	NOTEST	0.115365	0.116292	0.0115462	-0.00480989	0.996162	1	no
RPS11	RPS11	-	chr19:49999621-50002969	undifferentiated	differentiated	OK	8978.85	7258.96	-0.306768	1.34363	0.179067	0.311792	no
RPS12	RPS12	-	chr6:133135707-133138703	undifferentiated	differentiated	OK	1176.34	615.839	-0.933686	4.14715	0.0000336634	0.000416646	yes
RPS13	RPS13	-	chr11:17095938-17099220	undifferentiated	differentiated	OK	1109.78	608.722	-0.86642	3.85266	0.000116842	0.00113582	yes
RPS14	RPS14	-	chr5:149823791-149829319	undifferentiated	differentiated	OK	508.924	366.464	-0.473778	1.97197	0.0486135	0.119505	no
RPS15	RPS15	-	chr19:1438362-1440492	undifferentiated	differentiated	OK	890.014	589.918	-0.593314	2.67724	0.00742316	0.0288503	yes
RPS15A	RPS15A	-	chr16:18794276-18801656	undifferentiated	differentiated	OK	3287.33	1558.78	-1.0765	4.97645	0.000000647599	0.000016171	yes
RPS15AP10	RPS15AP10	-	chr1:46092975-46152302	undifferentiated	differentiated	NOTEST	0.123006	0.245708	0.998218	-0.233819	0.815126	1	no
RPS16	RPS16	-	chr19:39923846-39926618	undifferentiated	differentiated	OK	474.136	291.905	-0.699803	2.91417	0.00356632	0.016457	yes
RPS16P5	RPS16P5	-	chr6:53132195-53213977	undifferentiated	differentiated	NOTEST	0.457036	0.317896	-0.523754	0.2455	0.80607	1	no
RPS17	RPS17	-	chr15:83205503-83209208	undifferentiated	differentiated	OK	5171.13	3747.83	-0.464424	2.24633	0.0246826	0.0718927	no
RPS17L	RPS17L	-	chr15:82821160-82824865	undifferentiated	differentiated	OK	5221.94	3749.59	-0.477853	2.30883	0.0209531	0.0637944	no
RPS18	RPS18	-	chr6_ssto_hap7:4720053-4720706	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPS19	RPS19	-	chr19:42363987-42375484	undifferentiated	differentiated	OK	528.711	517.213	-0.0317227	0.15016	0.880638	0.927469	no
RPS19BP1	RPS19BP1	-	chr22:39925097-39928860	undifferentiated	differentiated	OK	30.4079	15.2011	-1.00027	2.89625	0.00377649	0.0171792	yes
RPS2	RPS2	-	chr16:2012061-2014827	undifferentiated	differentiated	OK	1034.55	613.637	-0.753544	3.56279	0.000366927	0.00288719	yes
RPS20	RPS20	-	chr8:56980738-56987140	undifferentiated	differentiated	OK	1572	903.893	-0.798375	3.7765	0.000159045	0.00145319	yes
RPS21	RPS21	-	chr20:60962120-60963576	undifferentiated	differentiated	OK	3677.49	1717.69	-1.09825	5.09648	0.000000346024	0.00000961511	yes
RPS23	RPS23	-	chr5:81569138-81574235	undifferentiated	differentiated	OK	470.995	283.671	-0.731492	3.48826	0.000486184	0.00359171	yes
RPS24	RPS24	-	chr10:79793517-79816571	undifferentiated	differentiated	OK	2073.93	1319.47	-0.652414	3.0523	0.00227098	0.0116973	yes
RPS25	RPS25	-	chr11:118868851-118889057	undifferentiated	differentiated	OK	9180.97	6902.69	-0.411488	1.94812	0.051401	0.124588	no
RPS26	RPS26	-	chr12:56435685-56438007	undifferentiated	differentiated	OK	379.234	213.526	-0.828675	3.45965	0.000540878	0.00390347	yes
RPS26P11	RPS26P11	-	chrX:71130937-71363424	undifferentiated	differentiated	OK	4.33654	2.96352	-0.549234	0.3158	0.752154	0.842465	no
RPS27	RPS27	-	chr1:153963238-153964631	undifferentiated	differentiated	OK	43115.5	27911.5	-0.627347	2.6135	0.00896197	0.0332762	yes
RPS27A	RPS27A	-	chr2:55399686-55462989	undifferentiated	differentiated	OK	404.754	245.658	-0.720397	3.08658	0.00202476	0.0107223	yes
RPS27L	RPS27L	-	chr15:63445538-63449741	undifferentiated	differentiated	OK	65.1746	50.0377	-0.381293	1.3683	0.171219	0.301652	no
RPS28	RPS28	-	chr19:8386383-8387280	undifferentiated	differentiated	OK	1215.04	640.206	-0.924391	3.94193	0.0000808285	0.000844796	yes
RPS29	RPS29	-	chr14:50044041-50053094	undifferentiated	differentiated	OK	2110.76	1411.9	-0.580126	2.38792	0.0169441	0.0545225	no
RPS2P32	RPS2P32	-	chr7:23530006-23531031	undifferentiated	differentiated	OK	4.00142	2.94637	-0.441573	0.674451	0.500025	0.644203	no
RPS3	RPS3	-	chr11:75110534-75133345	undifferentiated	differentiated	OK	405.891	262.9	-0.62658	2.63938	0.00830588	0.0314127	yes
RPS3A	RPS3A	-	chr4:152020724-152025804	undifferentiated	differentiated	OK	2937.79	2201.91	-0.415975	1.96026	0.0499656	0.122172	no
RPS4X	RPS4X	-	chrX:71492452-71497141	undifferentiated	differentiated	OK	3045.05	2113.91	-0.526552	2.42364	0.0153656	0.0504444	no
RPS4Y1	RPS4Y1	-	chrY:2709622-2734997	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPS4Y2	RPS4Y2	-	chrY:22917953-22942918	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPS5	RPS5	-	chr19:58898635-58906171	undifferentiated	differentiated	OK	956.442	584.924	-0.70943	3.3169	0.000910227	0.00588592	yes
RPS6	RPS6	-	chr9:19376253-19380235	undifferentiated	differentiated	OK	1392.59	746.677	-0.899213	4.2798	0.000018706	0.000257938	yes
RPS6KA1	RPS6KA1	-	chr1:26856248-26901520	undifferentiated	differentiated	OK	2.83022	2.29289	-0.303749	0.676917	0.498459	0.642509	no
RPS6KA2	RPS6KA2	-	chr6:166822853-167275771	undifferentiated	differentiated	OK	12.5725	8.10935	-0.632608	2.32193	0.0202365	0.0621653	no
RPS6KA2-IT1	RPS6KA2-IT1	-	chr6:166822853-167275771	undifferentiated	differentiated	NOTEST	0.0808855	0	-1.79769e+308	-1.79769e+308	0.412008	1	no
RPS6KA3	RPS6KA3	-	chrX:20168028-20284750	undifferentiated	differentiated	OK	9.03053	5.58555	-0.693111	2.54925	0.0107954	0.0384672	yes
RPS6KA4	RPS6KA4	-	chr11:64126624-64139687	undifferentiated	differentiated	OK	1.04365	0.370087	-1.4957	1.80771	0.0706511	0.158003	no
RPS6KA5	RPS6KA5	-	chr14:91337166-91526993	undifferentiated	differentiated	OK	3.29102	3.01788	-0.125	0.239736	0.810535	0.881854	no
RPS6KA6	RPS6KA6	-	chrX:83313353-83442943	undifferentiated	differentiated	OK	3.02894	2.72628	-0.15188	0.490293	0.623927	0.74708	no
RPS6KB1	RPS6KB1	-	chr17:57970442-58027786	undifferentiated	differentiated	OK	11.8403	5.57574	-1.08647	3.81527	0.000136032	0.00128508	yes
RPS6KB2	RPS6KB2	-	chr11:67195934-67202879	undifferentiated	differentiated	OK	25.0802	12.4496	-1.01045	3.13582	0.00171373	0.0094747	yes
RPS6KC1	RPS6KC1	-	chr1:213224587-213446808	undifferentiated	differentiated	OK	11.7786	12.5986	0.0970995	-0.362018	0.717339	0.8194	no
RPS6KL1	RPS6KL1	-	chr14:75370656-75389145	undifferentiated	differentiated	OK	0.981446	1.43265	0.545707	-1.13956	0.25447	0.401398	no
RPS7	RPS7	-	chr2:3622852-3628509	undifferentiated	differentiated	OK	1452.28	1018.6	-0.511743	2.47151	0.0134544	0.0455954	yes
RPS7P5	RPS7P5	-	chr1:240170823-240176560	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPS8	RPS8	-	chr1:45241245-45244412	undifferentiated	differentiated	OK	914.204	638.263	-0.518366	2.48176	0.0130736	0.0445466	yes
RPS9	RPS9	-	chr19:54704725-54711515	undifferentiated	differentiated	OK	954.828	483.276	-0.982392	4.49119	0.00000708247	0.000114265	yes
RPSA	RPSA	-	chr3:39448203-39454032	undifferentiated	differentiated	OK	1472.26	876.383	-0.748395	3.55233	0.000381834	0.00296802	yes
RPSAP52	RPSAP52	-	chr12:66151799-66360071	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
RPSAP58	RPSAP58	-	chr19:23945815-24010919	undifferentiated	differentiated	OK	142.495	88.6459	-0.684786	2.92929	0.00339737	0.0159415	yes
RPSAP9	RPSAP9	-	chr9:79013514-79014954	undifferentiated	differentiated	OK	7.32065	5.29117	-0.468385	1.04927	0.294053	0.44583	no
RPTN	RPTN	-	chr1:152126070-152131704	undifferentiated	differentiated	NOTEST	0	0.0475908	1.79769e+308	1.79769e+308	0.0589576	1	no
RPTOR	RPTOR	-	chr17:78518624-78940173	undifferentiated	differentiated	OK	5.90127	3.14672	-0.907175	2.44638	0.0144298	0.0480995	yes
RPUSD1	RPUSD1	-	chr16:834973-838383	undifferentiated	differentiated	OK	5.0802	1.75667	-1.53204	2.67987	0.00736518	0.0286775	yes
RPUSD2	RPUSD2	-	chr15:40861536-40866661	undifferentiated	differentiated	OK	4.76738	1.74248	-1.45205	2.51663	0.0118484	0.0413114	yes
RPUSD3	RPUSD3	-	chr3:9879532-9885702	undifferentiated	differentiated	OK	5.69356	6.64681	0.223329	-0.464956	0.641963	0.761157	no
RPUSD4	RPUSD4	-	chr11:126071988-126081587	undifferentiated	differentiated	OK	7.02763	4.04227	-0.797872	1.78125	0.0748711	0.164794	no
RQCD1	RQCD1	-	chr2:219433677-219458999	undifferentiated	differentiated	OK	72.52	37.937	-0.934773	3.12916	0.00175305	0.00962785	yes
RRAD	RRAD	-	chr16:66955581-66959439	undifferentiated	differentiated	NOTEST	0	0.0962234	1.79769e+308	1.79769e+308	0.141113	1	no
RRAGA	RRAGA	-	chr9:19049371-19051021	undifferentiated	differentiated	OK	25.5291	19.3214	-0.401946	1.32764	0.184298	0.318604	no
RRAGB	RRAGB	-	chrX:55744109-55785207	undifferentiated	differentiated	OK	2.62807	2.78842	0.0854431	-0.149518	0.881145	0.927788	no
RRAGC	RRAGC	-	chr1:39305014-39325340	undifferentiated	differentiated	OK	3.40724	2.62713	-0.375118	0.650979	0.51506	0.657229	no
RRAGD	RRAGD	-	chr6:90074334-90121995	undifferentiated	differentiated	OK	2.38189	2.47231	0.053753	-0.134526	0.892987	0.935718	no
RRAS	RRAS	-	chr19:50138551-50143400	undifferentiated	differentiated	OK	1.09674	2.32813	1.08595	-1.25589	0.209155	0.348818	no
RRAS2	RRAS2	-	chr11:14299465-14386052	undifferentiated	differentiated	OK	9.51175	7.40225	-0.361746	0.883283	0.377083	0.532455	no
RRBP1	RRBP1	-	chr20:17594322-17662928	undifferentiated	differentiated	OK	5.68221	4.63414	-0.294153	0.876684	0.380659	0.535968	no
RREB1	RREB1	-	chr6:7107829-7252213	undifferentiated	differentiated	OK	0.8099	0.279433	-1.53524	2.02337	0.0430346	0.10912	no
RRH	RRH	-	chr4:110749149-110765861	undifferentiated	differentiated	NOTEST	0.0248523	0	-1.79769e+308	-1.79769e+308	0.276832	1	no
RRM1	RRM1	-	chr11:4115923-4160106	undifferentiated	differentiated	OK	144.583	49.0254	-1.56029	6.9107	0.00000000000482281	0.000000000650318	yes
RRM2	RRM2	-	chr2:10262694-10271546	undifferentiated	differentiated	OK	83.4028	13.6907	-2.6069	9.6497	0	0	yes
RRM2B	RRM2B	-	chr8:103216728-103251346	undifferentiated	differentiated	OK	6.56623	8.18673	0.318222	-1.03358	0.301334	0.453755	no
RRN3	RRN3	-	chr16:15153878-15188158	undifferentiated	differentiated	OK	22.42	11.752	-0.931878	3.4113	0.000646536	0.00447683	yes
RRN3P1	RRN3P1	-	chr16:21807950-21830495	undifferentiated	differentiated	OK	2.38083	1.41433	-0.751345	1.10653	0.268499	0.416905	no
RRN3P2	RRN3P2	-	chr16:29086162-29128038	undifferentiated	differentiated	OK	3.1412	1.64003	-0.937597	1.71752	0.0858847	0.182482	no
RRN3P3	RRN3P3	-	chr16:22430866-22503541	undifferentiated	differentiated	OK	1.27249	0.820586	-0.632926	0.639359	0.522589	0.663861	no
RRNAD1	RRNAD1	-	chr1:156698262-156706752	undifferentiated	differentiated	OK	3.10472	3.87713	0.320525	-0.547546	0.584004	0.715979	no
RRP1	RRP1	-	chr21:45209417-45223983	undifferentiated	differentiated	OK	20.7154	8.19392	-1.33808	4.11123	0.0000393563	0.000471561	yes
RRP12	RRP12	-	chr10:99116457-99161127	undifferentiated	differentiated	OK	17.5982	8.39504	-1.06782	3.79646	0.000146775	0.00136246	yes
RRP15	RRP15	-	chr1:218458628-218511325	undifferentiated	differentiated	OK	16.5543	6.9323	-1.2558	4.83259	0.00000134768	0.0000297652	yes
RRP1B	RRP1B	-	chr21:45079431-45115960	undifferentiated	differentiated	OK	20.3158	7.75822	-1.3888	5.16574	0.000000239493	0.00000703649	yes
RRP36	RRP36	-	chr6:42989384-42997337	undifferentiated	differentiated	OK	109.951	65.7087	-0.742701	2.9694	0.00298383	0.014402	yes
RRP7A	RRP7A	-	chr22:42896584-42915829	undifferentiated	differentiated	OK	5.91311	2.96846	-0.994205	2.99297	0.00276276	0.0135753	yes
RRP7B	RRP7B	-	chr22:42949924-42978017	undifferentiated	differentiated	OK	2.03997	1.39872	-0.544446	0.879409	0.37918	0.534591	no
RRP8	RRP8	-	chr11:6621143-6624880	undifferentiated	differentiated	OK	7.97624	4.98126	-0.679198	1.79944	0.0719493	0.160207	no
RRP9	RRP9	-	chr3:51967445-51975922	undifferentiated	differentiated	OK	11.1975	3.49669	-1.67911	3.53833	0.000402667	0.003098	yes
RRS1	RRS1	-	chr8:67341262-67342968	undifferentiated	differentiated	OK	13.2447	5.89948	-1.16676	3.16002	0.0015776	0.00892234	yes
RS1	RS1	-	chrX:18443724-18690223	undifferentiated	differentiated	NOTEST	0	0.0220011	1.79769e+308	1.79769e+308	0.359782	1	no
RSAD1	RSAD1	-	chr17:48556189-48563336	undifferentiated	differentiated	OK	11.2266	7.86598	-0.513227	1.59378	0.110985	0.218611	no
RSAD2	RSAD2	-	chr2:7017795-7038363	undifferentiated	differentiated	NOTEST	0.197653	0.168228	-0.232548	0.230992	0.817321	1	no
RSBN1	RSBN1	-	chr1:114304453-114355070	undifferentiated	differentiated	OK	4.83027	3.19541	-0.596104	1.88981	0.0587836	0.138054	no
RSBN1L	RSBN1L	-	chr7:77313167-77409120	undifferentiated	differentiated	OK	16.9438	9.31228	-0.863547	3.15482	0.00160599	0.00903987	yes
RSBN1L-AS1	RSBN1L-AS1	-	chr7:77313167-77409120	undifferentiated	differentiated	OK	2.60075	1.14217	-1.18715	0.895003	0.370786	0.526757	no
RSC1A1	RSC1A1	-	chr1:15943952-15988217	undifferentiated	differentiated	OK	3.43541	1.39261	-1.30269	1.65706	0.0975077	0.200076	no
RSF1	RSF1	-	chr11:77377273-77531880	undifferentiated	differentiated	OK	18.2172	11.6694	-0.642571	2.67796	0.00740722	0.0288146	yes
RSG1	RSG1	-	chr1:16558181-16563659	undifferentiated	differentiated	OK	0.593041	0.669153	0.174204	-0.180993	0.856373	0.911975	no
RSL1D1	RSL1D1	-	chr16:11928054-11945442	undifferentiated	differentiated	OK	38.2205	19.9831	-0.935571	4.0452	0.0000522784	0.000593135	yes
RSL24D1	RSL24D1	-	chr15:55473511-55489231	undifferentiated	differentiated	OK	164.438	108.422	-0.60088	2.61049	0.00904126	0.0335231	yes
RSPH1	RSPH1	-	chr21:43892596-43916401	undifferentiated	differentiated	OK	0.562699	0.381323	-0.561349	0.596624	0.550758	0.687258	no
RSPH10B	RSPH10B	-	chr7:6793739-6838396	undifferentiated	differentiated	NOTEST	0.0721089	0.085165	0.240083	-0.166917	0.867435	1	no
RSPH3	RSPH3	-	chr6:159398265-159421198	undifferentiated	differentiated	OK	3.80595	4.64609	0.287759	-0.723515	0.469363	0.619403	no
RSPH4A	RSPH4A	-	chr6:116937641-116954148	undifferentiated	differentiated	NOTEST	0.297732	0.266618	-0.159244	0.157896	0.874539	1	no
RSPH6A	RSPH6A	-	chr19:46298967-46318605	undifferentiated	differentiated	NOTEST	0	0.0208127	1.79769e+308	1.79769e+308	0.175641	1	no
RSPH9	RSPH9	-	chr6:43612766-43638748	undifferentiated	differentiated	OK	1.5846	2.07411	0.388376	-0.452899	0.650621	0.767516	no
RSPO1	RSPO1	-	chr1:38076950-38100595	undifferentiated	differentiated	OK	0.101081	1.53706	3.92659	-3.36887	0.000754761	0.00506735	yes
RSPO2	RSPO2	-	chr8:108911543-109095913	undifferentiated	differentiated	NOTEST	0	0.00507148	1.79769e+308	1.79769e+308	0.264755	1	no
RSPO3	RSPO3	-	chr6:127440047-127518184	undifferentiated	differentiated	NOTEST	0	0.0288929	1.79769e+308	1.79769e+308	0.132269	1	no
RSPO4	RSPO4	-	chr20:939095-982907	undifferentiated	differentiated	NOTEST	0	0.0422145	1.79769e+308	1.79769e+308	0.163716	1	no
RSPRY1	RSPRY1	-	chr16:57220240-57272947	undifferentiated	differentiated	OK	7.54302	4.58106	-0.719462	1.79314	0.07295	0.161614	no
RSRC1	RSRC1	-	chr3:157827891-158262576	undifferentiated	differentiated	OK	100.48	62.9398	-0.674858	2.92609	0.00343249	0.0160417	yes
RSRC2	RSRC2	-	chr12:122989189-123011560	undifferentiated	differentiated	OK	32.2467	19.539	-0.722797	2.69762	0.00698367	0.0275519	yes
RSU1	RSU1	-	chr10:16632616-16859453	undifferentiated	differentiated	OK	13.7628	11.1129	-0.308533	1.10567	0.26887	0.417314	no
RSU1P2	RSU1P2	-	chr10:45594923-45650044	undifferentiated	differentiated	NOTEST	0	0.0226311	1.79769e+308	1.79769e+308	0.194303	1	no
RTBDN	RTBDN	-	chr19:12936290-12946242	undifferentiated	differentiated	OK	0.52613	1.08688	1.0467	-0.499904	0.617142	0.742329	no
RTCA	RTCA	-	chr1:100731713-100758325	undifferentiated	differentiated	OK	19.4272	17.3658	-0.161823	0.591571	0.554138	0.690382	no
RTDR1	RTDR1	-	chr22:23401592-23484241	undifferentiated	differentiated	NOTEST	0.0699268	0.15248	1.1247	-0.225068	0.821926	1	no
RTEL1	RTEL1	-	chr20:62289162-62367494	undifferentiated	differentiated	OK	3.50421	1.74649	-1.00464	1.80585	0.0709417	0.158514	no
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	-	chr20:62289162-62367494	undifferentiated	differentiated	OK	0.426136	0.51405	0.270595	-0.228907	0.818941	0.888284	no
RTF1	RTF1	-	chr15:41709301-41775761	undifferentiated	differentiated	OK	8.0084	4.84663	-0.724531	2.57328	0.0100741	0.0364032	yes
RTKN	RTKN	-	chr2:74652987-74669060	undifferentiated	differentiated	OK	5.16301	3.32638	-0.63426	1.31015	0.190146	0.32603	no
RTKN2	RTKN2	-	chr10:63952952-64028466	undifferentiated	differentiated	OK	5.04467	1.28462	-1.97341	5.0024	0.000000566213	0.0000145354	yes
RTL1	RTL1	-	chr14:101346991-101351184	undifferentiated	differentiated	OK	82.17	42.7454	-0.942841	4.20109	0.0000265632	0.000344407	yes
RTN1	RTN1	-	chr14:60062693-60337557	undifferentiated	differentiated	OK	60.5204	93.7321	0.631121	-2.5597	0.0104764	0.0375707	yes
RTN2	RTN2	-	chr19:45988545-46000313	undifferentiated	differentiated	OK	5.72196	6.99566	0.289951	-0.600882	0.547919	0.685233	no
RTN3	RTN3	-	chr11:63448921-63527363	undifferentiated	differentiated	OK	58.8692	44.1801	-0.414118	1.61783	0.1057	0.211756	no
RTN4	RTN4	-	chr2:55199326-55277734	undifferentiated	differentiated	OK	71.0393	59.4051	-0.258032	0.915303	0.360032	0.516372	no
RTN4IP1	RTN4IP1	-	chr6:107018902-107077373	undifferentiated	differentiated	OK	6.77511	3.79178	-0.837368	2.07615	0.0378799	0.0992922	no
RTN4R	RTN4R	-	chr22:20228937-20255816	undifferentiated	differentiated	OK	1.10132	1.60851	0.546499	-0.720545	0.47119	0.620985	no
